"sous_groupe";"id_aliment";"nom";"calories_kcal_100g";"proteines_g_100g";"glucides_g_100g";"lipides_g_100g";"sucres_g_100g";"ag_satures_g_100g";"fibres_g_100g";"sel_g_100g";"sodium_mg_100g";"calcium_mg_100g";"fer_mg_100g";"magnesium_mg_100g";"potassium_mg_100g";"zinc_mg_100g";"vitamine_d_µg_100g";"vitamine_e_mg_100g";"vitamine_b1_mg_100g";"vitamine_b2_mg_100g";"vitamine_b3_mg_100g";"vitamine_b5_mg_100g";"vitamine_b12_µg_100g";"eau_g_100g"
"sucres, miels et assimilés";"31008";"Miel";"331";"0.65";"82.1";"0";"81.1";"0";"0";"0.01";"4.11";"7.93";"0.18";"4.26";"70.3";"0.098";"0";"0";"0";"0.038";"0.12";"0.068";"0";"17.1"
"chocolats et produits à base de chocolat";"31009";"Chocolat au lait aux céréales croustillantes, tablette";"515";"7.15";"60.6";"26.6";"50.8";"16.7";"2.59";"0.52";"205";"166";"2.65";"48";"370";"2.29";"0";"0";"0.13";"0.32";"0.67";"0.47";"0.8";"1.52"
"chocolats et produits à base de chocolat";"31010";"Chocolat blanc, tablette";"563";"6.16";"57.1";"34.2";"56";"21.3";"1";"0.22";"88";"281";"0.2";"26.5";"350";"0.9";"0";"1.14";"0.08";"0.49";"0.2";"0.59";"0";"0.81"
"chocolats et produits à base de chocolat";"31012";"Barre ou confiserie chocolatée au lait";"551";"8.75";"50.9";"34.2";"43.3";"16.6";"1.7";"0.23";"90";"262";"0.63";"91";"282";"5.26";"0.045";"3.18";"0.08";"0.42";"0.32";"0.71";"0.78";"2.3"
"sorbets";"31013";"Sorbet, bâtonnet";"103";"0.23";"24.8";"0.28";"22.4";"0.22";"0.34";"0.01";"0";"3.6";"0.03";"2.1";"21";"0.05";"0.25";"0";"0.094";"0.01";"0.1";"0.15";"0";"77.3"
"confiseries non chocolatées";"31014";"Pâte de fruits";"336";"1.69";"76.6";"1.8";"69.2";"0.17";"3.9";"0.078";"31";"25";"0.58";"18";"170";"0.38";"0.25";"0";"0.15";"0.3";"0.1";"0.15";"0";"15"
"sucres, miels et assimilés";"31016";"Sucre blanc";"399";"0";"99.7";"0";"99.7";"0";"0";"0.0054";"2.17";"3.69";"0.077";"1.65";"13.5";"0.02";"0";"0";"0";"0.019";"0";"0";"0";"0.23"
"sucres, miels et assimilés";"31017";"Sucre roux";"393";"0.12";"98.1";"0";"97";"0";"0";"0.07";"28";"83";"0.71";"9";"133";"0.03";"0";"0";"0";"0";"0.11";"0.13";"0";"1.34"
"chocolats et produits à base de chocolat";"31018";"Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette";"559";"8.43";"48.7";"35.9";"43.6";"17";"3.52";"0.25";"101";"187";"1.4";"61";"617";"0.98";"0.5";"0";"0.13";"0.39";"0.57";"0.8";"0.32";"1.12"
"chocolats et produits à base de chocolat";"31020";"Chocolat au lait sans sucres ajoutés, avec édulcorants, tablette";"487";"5.75";"54.2";"34.6";"11.3";"21.2";"2";"0.34";"135";"130";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"confiseries non chocolatées";"31021";"Ecorce d'orange confite";"307";"0.59";"75.6";"0.083";"65.2";"0.033";"1.1";"0.1";"27";"65";"1.5";"0";"24";"0.1";"0";"0";"0.07";"0.05";"0.2";"0";"0";"16"
"confiseries non chocolatées";"31023";"Marron glacé";"320";"0.89";"77.5";"0.54";"55.3";"0.063";"2.67";"0.066";"32";"8.1";"0.28";"5.7";"54";"0.14";"0.25";"0";"0.015";"0.01";"0.1";"0.1";"0";"18.2"
"confitures et assimilés";"31024";"Confiture de fraise (extra ou classique)";"248";"0.25";"60.5";"0.5";"60.1";"0.11";"0.7";"0.018";"7";"9";"0.17";"5.7";"77";"0.05";"0";"0";"0.015";"0.01";"0.1";"0.063";"0";"38.4"
"chocolats et produits à base de chocolat";"31026";"Chocolat blanc aux fruits secs (noisettes, amandes, raisins, praliné) , tablette";"579";"7.64";"48";"39.1";"45.1";"21.8";"2.43";"0.29";"115";"230";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.5"
"confiseries non chocolatées";"31027";"Fruit confit";"297";"0.25";"72.4";"0.063";"62.9";"0.05";"3.3";"0.14";"56";"71";"0.27";"4.7";"40";"0.05";"0.25";"0";"0.015";"0.01";"0.1";"0.0076";"0";"23.5"
"confiseries non chocolatées";"31028";"Bonbon dragéifié";"378";"0.53";"89.9";"1.94";"71.9";"0.98";"0.13";"0.096";"12.1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"chocolats et produits à base de chocolat";"31030";"Chocolat noir sans sucres ajoutés, avec édulcorants, en tablette";"525";"8.48";"34.1";"42.3";"2";"26.6";"10.2";"0.0063";"1.7";"45.6";"22.8";"152";"793";"2.51";"0";"0";"0";"0";"0";"0";"0";"0"
"chocolats et produits à base de chocolat";"31032";"Pâte à tartiner chocolat et noisette";"549";"5.02";"57.9";"32.4";"56.2";"9.18";"3.23";"0.12";"49.5";"99.5";"3.85";"97.1";"503";"1";"0";"0";"0.065";"0.21";"1.05";"0";"1.68";"0.38"
"sucres, miels et assimilés";"31034";"Sirop d'érable";"269";"0.04";"67.2";"0.06";"60.2";"0.007";"0";"0.026";"10.5";"106";"0.11";"21";"219";"1.09";"0";"0";"0.066";"1.27";"0.081";"0.036";"0";"32.3"
"glaces";"31035";"Barre glacée chocolatée";"354";"4.79";"37";"20.5";"28.8";"13";"1.36";"0.23";"100";"145";"1.1";"40.3";"251";"1.1";"0.5";"0";"0.067";"0.32";"0.82";"0.56";"0.26";"35.2"
"confiseries non chocolatées";"31036";"Dragée amande";"465";"5.25";"75.7";"14.7";"68.3";"1.25";"4.6";"0.025";"35";"84";"2.5";"48";"262";"1.02";"0";"7.77";"0.1";"0.14";"0.7";"0";"0";"1.45"
"confitures et assimilés";"31037";"Confiture d'abricot (extra ou classique)";"246";"0.25";"59.7";"0.3";"56.8";"0.029";"1.1";"0.013";"5";"8.7";"0.14";"4.4";"110";"0.07";"0.25";"0";"0.015";"0.01";"0.1";"0.072";"0";"39.2"
"confitures et assimilés";"31038";"Confiture de cerise (extra ou classique)";"238";"0.48";"58.1";"0.19";"57.5";"0.000022";"1.1";"0.013";"7";"12";"0.22";"7.1";"110";"0.05";"0";"0";"0.024";"0.013";"0.1";"0.1";"0";"39.5"
"confitures et assimilés";"31039";"Marmelade d'orange ou confiture d'orange (extra ou classique)";"245";"0.25";"59.3";"0.4";"56.9";"0.14";"1.5";"0.015";"6";"33";"0.08";"4.2";"49";"0.05";"0.25";"0";"0.015";"0.01";"0.1";"0.051";"0";"38.1"
"confitures et assimilés";"31040";"Confiture de lait";"340";"6.84";"61.7";"7.35";"49.7";"4.53";"0";"0.32";"129";"251";"0.17";"22";"350";"0.79";"0.2";"0";"0.016";"0.41";"0.21";"0.84";"0.31";"25.4"
"chocolats et produits à base de chocolat";"31041";"Confiserie au chocolat dragéifiée";"505";"5.49";"64.9";"24.3";"57.4";"15";"1.98";"0.28";"113";"164";"12.5";"40.7";"112";"0.97";"0.46";"0";"0.057";"0.28";"0.17";"0.5";"0.68";"1.96"
"chocolats et produits à base de chocolat";"31042";"Cacahuète enrobée de chocolat dragéifiée";"499";"9.5";"55.9";"25";"50.5";"9.87";"5.9";"0.12";"47";"100";"2.9";"95";"500";"1.4";"0.75";"0";"0.34";"0.17";"2.29";"0.78";"0";"1.7"
"sucres, miels et assimilés";"31044";"Sucre vanillé";"397";"0.1";"98.6";"0.33";"97.2";"0.053";"0.37";"0.0075";"3";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0.56"
"sucres, miels et assimilés";"31046";"Caramel liquide ou nappage caramel";"324";"0";"81";"0";"61";"0";"0";"0.013";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"aides culinaires";"31047";"Gélifiant pour confitures";"278";"0";"62";"0";"62";"0";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7.2"
"confiseries non chocolatées";"31050";"Guimauve ou marshmallow";"336";"3.31";"80.7";"0.081";"69.9";"0.000013";"0.011";"0.078";"80";"3";"0.23";"2";"5";"0.04";"0";"0";"0.001";"0.001";"0.078";"0.005";"0";"16.4"
"confiseries non chocolatées";"31052";"Praline";"483";"8.7";"67.7";"19.7";"66.3";"1.5";"0";"0.0009";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"confitures et assimilés";"31053";"Confiture de prune, par ex. mirabelle, quetsche, reine-claude (extra ou classique)";"240";"0.28";"58.9";"0.089";"58";"0.029";"1.27";"0.011";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"39.3"
"confiseries non chocolatées";"31054";"Chewing-gum, sans sucres";"206";"0.22";"76";"0.25";"0.088";"0.17";"1.95";"0.031";"10.3";"3700";"5.2";"130";"73";"0.09";"0";"0";"0.11";"0.01";"0.1";"1.73";"0";"4.3"
"confiseries non chocolatées";"31059";"Bonbon dur et sucette";"384";"0.16";"95.3";"0.18";"70.4";"0.087";"0.91";"0.091";"34";"3";"0.3";"3";"5";"0.01";"0";"0";"0.004";"0.003";"0.007";"0.008";"0";"1.3"
"confiseries non chocolatées";"31060";"Bonbon gélifié";"339";"4.88";"76.9";"0.53";"58.4";"0.25";"1.5";"0.02";"8";"5";"0.25";"1.08";"13";"0.5";"0";"0";"0.05";"0.02";"0.2";"0.05";"0.1";"14.9"
"confitures et assimilés";"31062";"Confiture de framboise (extra ou classique)";"232";"0.56";"55.2";"0.17";"55.2";"0.071";"2.69";"0.013";"5";"9.9";"0.28";"9.5";"100";"0.12";"0";"0";"0.019";"0.012";"0.1";"0.077";"0";"39.9"
"chocolats et produits à base de chocolat";"31063";"Bouchée chocolat fourrage fruits à coques et/ou praliné";"558";"9.1";"51.5";"34.7";"46.2";"13.6";"2.1";"0.34";"130";"275";"0";"52";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"sucres, miels et assimilés";"31064";"Édulcorant à la saccharine";"5";"1.25";"0";"0";"0";"0";"0";"1.07";"428";"0";"0.04";"0";"4";"0.01";"0";"0";"0";"0";"0";"0";"0";"0.5"
"chocolats et produits à base de chocolat";"31066";"Rocher chocolat fourré praliné";"558";"6.53";"51.4";"35.3";"49.2";"15.5";"3.88";"0.14";"56.5";"120";"3.4";"82";"430";"1.2";"0.25";"0";"0.099";"0.22";"0.23";"0.43";"0.5";"1.1"
"sucres, miels et assimilés";"31067";"Mélasse de canne";"300";"0";"74.7";"0.1";"74.7";"0.018";"0";"0.093";"37";"205";"4.72";"242";"1460";"0.29";"0";"0";"0.041";"0.002";"0.93";"0.8";"0";"0"
"confitures et assimilés";"31068";"Confiture de myrtille (extra ou classique)";"245";"0.25";"58.9";"0.4";"58.9";"0.047";"2.1";"0.013";"5";"8.7";"0.14";"3.2";"35";"0.06";"0.25";"0";"0.015";"0.01";"0.1";"0.064";"0";"37.8"
"chocolats et produits à base de chocolat";"31069";"Chocolat noir aux fruits (orange, framboise, poire), tablette";"539";"6.8";"45.3";"34.4";"35.7";"22.5";"10.3";"0.078";"31.3";"76";"4";"102";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1.2"
"chocolats et produits à base de chocolat";"31070";"Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette";"567";"8.69";"40.7";"39";"38.2";"17.5";"8.4";"0.03";"12";"64";"8.7";"140";"510";"2";"1.09";"0";"0.087";"0.052";"0.41";"0.57";"0";"0.9"
"chocolats et produits à base de chocolat";"31071";"Barre chocolatée aux fruits secs";"494";"7.23";"57.6";"26";"45.1";"9.53";"1.53";"0.38";"151";"122";"1.3";"13.6";"47.3";"0.64";"0.03";"0";"0.036";"0.19";"0.084";"0.47";"0.3";"4.42"
"chocolats et produits à base de chocolat";"31072";"Chocolat noir fourrage confiseur à la menthe";"445";"2.9";"70.2";"16";"69";"11";"4";"0";"0";"14";"3";"48";"150";"0.7";"0";"0";"0.042";"0.03";"1.46";"0.16";"0.14";"6.2"
"chocolats et produits à base de chocolat";"31073";"Gâteau moelleux fourré au chocolat et au lait, enrobé de chocolat, préemballé, rayon frais";"449";"5.95";"42.4";"28";"35.5";"18";"1.6";"0.22";"68";"174";"0.9";"47.3";"296";"1.15";"0.53";"0";"0.07";"0.28";"0.37";"0.63";"0.39";"20.5"
"chocolats et produits à base de chocolat";"31074";"Chocolat noir 70 % de cacao environ, de dégustation, tablette";"591";"10.4";"26.9";"46.3";"17.9";"28.7";"12.8";"0.02";"8";"62";"11";"200";"750";"3";"2.16";"0";"0.13";"0.11";"0.49";"0.44";"0";"0.9"
"sucres, miels et assimilés";"31076";"Edulcorant à base de sucre et aspartame (petits morceaux)";"398";"0.81";"98.7";"0";"98.7";"0";"0";"0.0045";"1.8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.5"
"sucres, miels et assimilés";"31077";"Fructose";"399";"0";"99.8";"0";"95";"0";"0";"0.00025";"0.1";"0.1";"0.07";"0";"0.3";"0.01";"0";"0";"0";"0";"0";"0";"0";"0.15"
"chocolats et produits à base de chocolat";"31080";"Chocolat noir fourré praliné, tablette";"559";"6.38";"52.4";"34.8";"48.8";"16.9";"5.07";"0.039";"13.7";"70";"6.1";"110";"400";"1.7";"0.5";"0";"0.11";"0.08";"0.76";"0.85";"0.32";"0.5"
"confiseries non chocolatées";"31081";"Bonbon tendre, au caramel";"415";"2.23";"79.1";"9.98";"59.8";"5.63";"0.19";"0.56";"182";"95.6";"0.55";"17.4";"154";"0.3";"0.5";"0.23";"0.04";"0.14";"0.15";"0.23";"0.08";"1.42"
"confitures et assimilés";"31082";"Préparation de fruits divers (en taux de sucres : confitures allégées en sucres < préparations de fruits < confitures)";"195";"0.48";"47.3";"0.17";"46.2";"0.036";"1.94";"0.032";"4.8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"52.9"
"confitures et assimilés";"31083";"Confiture, autres fruits ou mélange de fruits (extra ou classique)";"244";"0.36";"59.8";"0.15";"57.3";"0.06";"1.47";"0.017";"2.1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"38.4"
"chocolats et produits à base de chocolat";"31084";"Chocolat au lait fourré au praliné, tablette";"559";"7.29";"52.9";"34.9";"49.9";"16.4";"2.51";"0.2";"81.3";"150";"3.2";"70";"420";"1.2";"0.5";"0";"0.094";"0.28";"0.33";"0.57";"0.99";"0.6"
"chocolats et produits à base de chocolat";"31085";"Chocolat noir 40% de cacao et plus, à pâtisser, tablette";"546";"6.39";"51.4";"33.1";"41.6";"22";"8.76";"0.015";"5.36";"46";"4.35";"130";"300";"1.3";"0";"1.44";"0.07";"0.07";"0.6";"0";"0";"0.9"
"sucres, miels et assimilés";"31087";"Édulcorant à base d'extrait de stévia";"1.2";"0.16";"0.3";"0.5";"0";"0";"0";"4";"4";"10";"0.5";"2";"8";"1";"0";"0";"0.02";"0.02";"0.2";"0.05";"0";"0.3"
"sucres, miels et assimilés";"31089";"Sirop d'agave";"0";"0.25";"78";"0.5";"68";"0.01";"0";"0.0072";"3.99";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21.8"
"chocolats et produits à base de chocolat";"31091";"Bouchée/bonbon au chocolat fourrage gaufrettes ou biscuit";"521";"6.5";"55.1";"29.4";"42.9";"17.8";"4.92";"0.32";"128";"40";"3.6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"confiseries non chocolatées";"31092";"Calisson d'Aix en Provence";"440";"7.97";"59.8";"18";"49.6";"1.74";"3.1";"0.032";"12";"81";"0";"67";"210";"6.4";"0.25";"0";"0.039";"0.047";"0.1";"0.13";"0";"10"
"confiseries non chocolatées";"31093";"Guimauve ou marshmallow, enrobé de chocolat";"383";"4.4";"67.5";"10.5";"56.4";"6.5";"0.45";"0.081";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14"
"confiseries non chocolatées";"31094";"Bonbon dur, au caramel";"416";"1.33";"86.6";"7.09";"72.7";"4.77";"0.13";"0.87";"229";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2.7"
"confitures et assimilés";"31095";"Gelée de groseille (extra ou classique)";"244";"0.25";"59.7";"0.044";"58.7";"0.000029";"0.5";"0.013";"5";"9.8";"0.16";"3.8";"84";"0.05";"0.25";"0";"0.015";"0.01";"0.1";"0.14";"0";"37.9"
"confiseries non chocolatées";"31097";"Bonbon tendre";"392";"0.94";"84.3";"5.1";"66.5";"2.99";"1.5";"0.063";"25";"5";"0.25";"1";"6.62";"0.5";"0";"0";"0.02";"0.02";"0.2";"0.05";"0.1";"7.3"
"chocolats et produits à base de chocolat";"31098";"Barre chocolat au lait avec nougat";"532";"5.8";"60.5";"29";"60.1";"17.4";"2.9";"0.11";"45.3";"150";"2.3";"50";"260";"0.97";"0.5";"0";"0.073";"0.21";"0.11";"0.71";"0.37";"0.6"
"barres céréalières";"31100";"Barre céréalière pour petit déjeuner au lait, au chocolat ou non, enrichie en vitamines et minéraux";"382";"7.06";"79.5";"3.2";"28.1";"1.74";"4.5";"0.54";"217";"752";"9.65";"30";"320";"0.97";"0";"0";"0.99";"1.11";"12.4";"4.2";"0.69";"2.7"
"barres céréalières";"31101";"Barre céréalière ""équilibre"" aux fruits, enrichie en vitamines et minéraux";"382";"6.13";"73.3";"6.53";"30.4";"3.5";"4.13";"0.75";"297";"511";"8.05";"20";"140";"0.85";"0";"2.8";"1.07";"1.25";"14.4";"5.1";"1.47";"8.45"
"barres céréalières";"31102";"Barre céréalière ""équilibre"" au chocolat, enrichie en vitamines et minéraux";"407";"5.99";"70.3";"10.9";"32.3";"6.65";"3.7";"0.7";"277";"607";"6.94";"35";"180";"1";"1.1";"10";"0.91";"1.07";"12.1";"4.8";"1.01";"4.48"
"barres céréalières";"31104";"Barre céréalière diététique hypocalorique";"391";"5.9";"71";"11.2";"8.5";"9.6";"5.8";"0.75";"300";"281";"6.55";"95.1";"763";"5.54";"2.3";"4.04";"0.55";"0.73";"8.18";"2.01";"0.65";"6.84"
"barres céréalières";"31106";"Barre céréalière au chocolat";"451";"6.55";"73";"14.9";"32.9";"7.37";"4.5";"0.51";"201";"260";"3.1";"45";"217";"1";"0.62";"0";"0.58";"0.56";"6.8";"0.33";"0.2";"2.54"
"aides culinaires";"31108";"Gelée royale";"0";"13";"0";"4";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4.3";"7.5";"105";"133";"150";"66"
"aides culinaires";"31109";"Pollen, partiellement séché";"358";"21.9";"52.5";"4.2";"36.5";"0";"11.3";"0.22";"89.8";"85.2";"0";"82.8";"464";"5.6";"0";"0";"0.00092";"0.0019";"0";"0.004";"0";"7.58"
"aides culinaires";"31111";"Pollen, frais";"304";"17.5";"42.3";"5.17";"26.8";"1.81";"9.07";"0.019";"7.57";"105";"11.6";"63.3";"411";"3.95";"0";"0";"0.67";"1.08";"4.84";"0.87";"0";"22.7"
"confiseries non chocolatées";"31112";"Bonbon gélifié à la réglisse, type rouleau ou batonnet";"347";"3.62";"75.6";"1.55";"46.3";"0.73";"8.18";"1.05";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"barres céréalières";"31113";"Barre céréalière aux fruits";"379";"5.49";"74.1";"7.07";"29.6";"3.44";"3.8";"0.63";"249";"84";"2.18";"91";"392";"1.6";"0";"2.5";"0.19";"0.19";"2.61";"0.43";"0.24";"8.68"
"barres céréalières";"31114";"Barre céréalière aux amandes ou noisettes";"444";"8.69";"60.6";"18.2";"20.4";"4.03";"4.6";"0.45";"179";"37";"1.7";"73";"240";"1.4";"0.25";"0";"0.11";"0.015";"0.43";"0.52";"0.7";"6.5"
"barres céréalières";"31115";"Barre céréalière au chocolat et aux fruits";"419";"5.7";"70.4";"11.8";"34.8";"7.45";"4.04";"0.56";"221";"0";"0";"0";"0";"0";"0";"0";"0.6";"0.75";"8.3";"0";"0.43";"0"
"chocolats et produits à base de chocolat";"31120";"Chocolat, tablette (aliment moyen)";"552";"7.57";"50.4";"34.2";"45.2";"20.3";"5.96";"0.13";"52.5";"142";"4.96";"93.2";"519";"1.6";"1.12";"0";"0.095";"0.21";"0.34";"0.81";"0.38";"0.74"
"confiseries non chocolatées";"31121";"Chewing-gum, sans précision sur la teneur en sucres (aliment moyen)";"263";"0.23";"79.9";"0.4";"25.4";"0.22";"2.71";"0.022";"7.4";"2330";"6.8";"208";"47.1";"0.079";"0.093";"0";"0.067";"0.0063";"0.063";"1.09";"0";"3.67"
"confiseries non chocolatées";"31122";"Bonbon tendre, au caramel enrobé de chocolat";"446";"3.29";"69.6";"16.8";"55.5";"11.1";"1.8";"0.4";"160";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6"
"confiseries non chocolatées";"31124";"Bonbon dur type collier, sifflet, sucette, pastille, au dextrose";"376";"0.018";"91.1";"1.35";"85.6";"1.18";"0";"0.3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"confiseries non chocolatées";"31125";"Pastille rafraîchissante, sans sucres";"241";"0.08";"96.3";"0.65";"0.19";"0.61";"0.4";"0.033";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"confiseries non chocolatées";"31126";"Pastille rafraîchissante, sucrée";"390";"0.13";"96.7";"0.37";"93.8";"0.27";"0.27";"0.036";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"confiseries non chocolatées";"31127";"Nougat tendre";"437";"6.98";"69.3";"13.9";"60.8";"1.21";"3.27";"0.045";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"confiseries non chocolatées";"31128";"Bonbon dur et sucette, sans sucres";"235";"0.081";"96";"0.44";"0.067";"0.3";"0.000019";"0.073";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"confitures et assimilés";"31129";"Préparation aux fruits divers (35% de fruits min, sucres et autre(s) ingrédient(s))";"204";"0.81";"47.4";"0.75";"45";"0.089";"2.8";"0.028";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"céréales de petit-déjeuner";"32000";"Grains de blé soufflés au miel ou caramel, enrichis en vitamines et minéraux";"390";"7.31";"82.8";"2";"33.8";"0.57";"5";"0.01";"4";"18.9";"8.9";"55.3";"257";"1.5";"8.1";"0";"0.88";"1.13";"15.7";"0.29";"0.82";"1.5"
"céréales de petit-déjeuner";"32001";"Céréales pour petit déjeuner chocolatées, non fourrées, enrichies en vitamines et minéraux";"393";"8.19";"74.7";"5.1";"22.5";"1.36";"7.1";"0.3";"121";"522";"11";"73.5";"496";"1.3";"2.9";"0";"1.29";"1.34";"17.2";"5.56";"0.1";"1.5"
"céréales de petit-déjeuner";"32003";"Céréales pour petit déjeuner (aliment moyen)";"402";"7.96";"73.2";"7.21";"21.2";"1.96";"5.99";"0.6";"241";"165";"7.91";"62.3";"321";"2.33";"3.15";"0";"0.86";"0.92";"9.29";"1.47";"0.7";"3.48"
"céréales de petit-déjeuner";"32004";"Muesli (aliment moyen)";"433";"8.87";"63.4";"14.3";"19.4";"3.44";"6.9";"0.44";"171";"48.5";"3.44";"84.6";"359";"1.98";"0.68";"0";"0.29";"0.14";"1.46";"0.24";"0.19";"4.54"
"céréales de petit-déjeuner";"32005";"Pétales de maïs nature, enrichis en vitamines et minéraux";"368";"6.88";"80";"1";"7.59";"0.32";"5.5";"1.01";"405";"5";"9.4";"13.1";"101";"0.5";"9";"0";"1.46";"1.56";"15";"0.05";"1.5";"5.2"
"céréales de petit-déjeuner";"32006";"Riz soufflé nature, enrichi en vitamines et minéraux";"388";"6.66";"86.3";"1.2";"7.9";"0.4";"2";"1";"450";"9.5";"8";"25.3";"170";"7";"8.4";"0.16";"0.91";"1.2";"13.3";"0.64";"2.1";"1.47"
"céréales de petit-déjeuner";"32008";"Céréales pour petit déjeuner riches en fibres, au chocolat, enrichies en vitamines et minéraux";"389";"9.23";"71.9";"4.7";"19.5";"2.15";"9.7";"0.19";"310";"40";"12";"120";"480";"2";"2.8";"0";"0.94";"1.2";"14";"5";"1.1";"3"
"céréales de petit-déjeuner";"32012";"Riz soufflé chocolaté, non enrichi en vitamines et minéraux";"387";"5.96";"83.3";"2.3";"28.2";"1.06";"3.9";"0.71";"375";"26";"3.3";"61";"370";"1.2";"0.5";"0";"0.058";"0.06";"2.23";"0.63";"0";"2.8"
"céréales de petit-déjeuner";"32013";"Céréales pour petit déjeuner chocolatées, non fourrées, non enrichies en vitamines et minéraux";"387";"8.63";"77.7";"3.2";"26.8";"1.14";"6.1";"0.28";"113";"27.7";"4.3";"70.4";"453";"1.4";"0.75";"0";"0.19";"0.04";"1.47";"0.26";"0.1";"2.7"
"céréales de petit-déjeuner";"32014";"Pétales de maïs nature, non enrichis en vitamines et minéraux";"372";"6.88";"82.4";"0.7";"4.12";"0.31";"4.6";"1.82";"728";"5";"0.25";"11.7";"99.6";"0.5";"0";"0";"0.02";"0.03";"0.41";"0.1";"0.1";"3.4"
"céréales de petit-déjeuner";"32016";"Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes, enrichies en vitamines et minéraux";"440";"7.06";"67";"15";"26.3";"3.57";"4.4";"0.88";"353";"138";"5.8";"50.9";"255";"1.1";"0";"0";"1.52";"1.52";"7.8";"0.56";"1.6";"4.5"
"céréales de petit-déjeuner";"32017";"Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes, non enrichies en vitamines et minéraux";"457";"7";"67.2";"17.2";"29.1";"3.95";"2.3";"0.47";"189";"62.4";"4.2";"64.6";"411";"1.3";"0";"0";"0.14";"0.16";"1.35";"0.31";"0.1";"4.4"
"céréales de petit-déjeuner";"32018";"Céréales pour petit déjeuner fourrées au lait ou à la vanille, enrichies en vitamines et minéraux";"429";"10.4";"63.9";"13.4";"26";"4.16";"4.9";"0.56";"224";"183";"4.7";"74.1";"471";"1.9";"1.3";"0";"0.74";"1.29";"11.5";"0.8";"1.5";"4.8"
"céréales de petit-déjeuner";"32022";"Pétales de céréales au chocolat, avec ou sans fruits à coque, enrichis en vitamines et minéraux";"399";"8";"74.5";"6.3";"19.2";"3.46";"6";"0.75";"301";"185";"16";"62.2";"270";"8";"7";"0";"1.17";"1.96";"14.3";"1.51";"1";"2.9"
