"sous_groupe";"id_aliment";"nom";"calories_kcal_100g";"proteines_g_100g";"glucides_g_100g";"lipides_g_100g";"sucres_g_100g";"ag_satures_g_100g";"fibres_g_100g";"sel_g_100g";"sodium_mg_100g";"calcium_mg_100g";"fer_mg_100g";"magnesium_mg_100g";"potassium_mg_100g";"zinc_mg_100g";"vitamine_d_µg_100g";"vitamine_e_mg_100g";"vitamine_b1_mg_100g";"vitamine_b2_mg_100g";"vitamine_b3_mg_100g";"vitamine_b5_mg_100g";"vitamine_b12_µg_100g";"eau_g_100g"
"gâteaux et pâtisseries";"23829";"Crêpe fourrée au chocolat, préemballée";"439";"6.83";"58.6";"19.1";"39.1";"5.73";"2.43";"0.95";"294";"71";"2.9";"36";"240";"0.84";"0.25";"0";"0.066";"0.11";"0.1";"0.51";"0.34";"9"
"gâteaux et pâtisseries";"23830";"Crêpe fourrée fraise, préemballée";"351";"4.96";"64.3";"7.91";"39.9";"3.93";"1.5";"1.06";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"gâteaux et pâtisseries";"23849";"Gaufre fine fourrée au miel, au caramel ou à la vergeoise, préemballée";"455";"4.56";"67";"18.3";"37";"8";"1.9";"0.77";"308";"17";"0.91";"24";"130";"0.51";"0.25";"0";"0.026";"0.01";"0.1";"0.26";"0.021";"7"
"gâteaux et pâtisseries";"23850";"Gaufre bruxelloise ou liégeoise nature, artisanale";"301";"8";"36.1";"13.4";"4.8";"5.12";"1.9";"0.99";"394";"48";"0.89";"18";"160";"0.64";"0.61";"0";"0.11";"0.083";"0.41";"0.83";"0.37";"38.9"
"gâteaux et pâtisseries";"23851";"Gaufre moelleuse (type bruxelloise ou liégeoise), nature ou sucrée, préemballée";"455";"6.19";"52.1";"24.1";"26.9";"10.5";"2.4";"0.75";"301";"29";"1";"17";"128";"0.59";"0";"0";"0.09";"0.1";"0.2";"0.35";"0.19";"14.1"
"gâteaux et pâtisseries";"23852";"Gaufre moelleuse (type bruxelloise ou liégeoise), au chocolat, préemballée";"460";"5.59";"54.4";"23.9";"27.7";"12";"2.36";"0.76";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"gâteaux et pâtisseries";"23853";"Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée";"477";"6.22";"67.6";"19.7";"33.1";"12.6";"1.78";"0.74";"279";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"gâteaux et pâtisseries";"23880";"Beignet ou donut rond moelleux, sans fourrage, saupoudré de sucre";"404";"7.25";"39.4";"23.7";"10.7";"9.46";"2";"1.11";"444";"24";"0.68";"18";"93";"0.62";"0.25";"0";"0.14";"0.01";"0.1";"0.42";"0.089";"26"
"gâteaux et pâtisseries";"23881";"Beignet ou donut fourré aux fruits (fourrage type confiture), préemballé";"391";"5.1";"49.5";"19";"19";"3.1";"0.9";"0.9";"283";"30.8";"1.76";"12.7";"79";"0.53";"0";"0";"0.31";"0.14";"2.14";"0.88";"0.22";"27.4"
"gâteaux et pâtisseries";"23885";"Beignet ou donut fourré ou nappé goût chocolat ou chocolat noisette, préemballé";"407";"5.3";"48";"21";"20";"4.2";"2.6";"0.83";"280";"80";"2";"32";"180";"0.83";"0.25";"0";"0.15";"0.075";"0.4";"0.49";"0.28";"20.3"
"gâteaux et pâtisseries";"23900";"Pâtisserie (aliment moyen)";"279";"4.14";"35.5";"12.9";"21.2";"6.8";"1.98";"0.27";"104";"38.9";"0.89";"17.4";"140";"0.39";"0.23";"0";"0.042";"0.18";"0.28";"0.26";"0.2";"44.1"
"gâteaux et pâtisseries";"23909";"Cake aux fruits (confits et/ou raisins secs), préemballé";"360";"4.19";"55.2";"12.6";"35.8";"1.6";"2.1";"0.59";"234";"42";"0.84";"13";"190";"0.38";"1.27";"0";"0.038";"0.05";"0.12";"0.3";"0.21";"23.5"
"gâteaux et pâtisseries";"23925";"Gâteau marbré au chocolat, préemballé";"438";"5.68";"50.5";"23.2";"27.2";"4.65";"1.83";"0.67";"273";"30";"1.7";"19";"160";"0.56";"0.25";"0";"0.038";"0.085";"0";"0.32";"0.24";"17.5"
"gâteaux et pâtisseries";"23935";"Gâteau moelleux nature, préemballé";"438";"5.42";"53.1";"22.4";"27.3";"4.41";"1.23";"0.76";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"gâteaux et pâtisseries";"23937";"Gâteau moelleux aux fruits, préemballé";"382";"3";"69";"10";"52";"6";"2";"0.13";"50";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"gâteaux et pâtisseries";"23938";"Gâteau moelleux aux fruits à coque, type gâteau creusois, préemballé";"418";"6.35";"48.8";"21.5";"36.5";"11.4";"1.9";"0.53";"204";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"gâteaux et pâtisseries";"23939";"Gâteau moelleux fourré au chocolat, type mini-cake, mini-roulé, ourson…, préemballé";"414";"5.44";"55.4";"18.2";"30.4";"4.21";"3.2";"0.56";"224";"47.8";"3.5";"32.8";"358";"0.74";"0";"0";"0.08";"0.14";"0.87";"0.4";"0.13";"16.3"
"gâteaux et pâtisseries";"23941";"Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré, préemballé";"374";"4.63";"57.7";"12.8";"33.9";"2.35";"4.5";"0.61";"243";"28.8";"0.75";"12.5";"195";"0.5";"0";"0";"0.05";"0.13";"0.2";"0.31";"0.14";"19"
"gâteaux et pâtisseries";"23943";"Gâteau moelleux aux pépites de chocolat, type mini-cake, préemballé";"442";"5.38";"50.2";"23.6";"28.7";"8.45";"3.7";"0.82";"327";"25.4";"5.7";"33.7";"187";"0.69";"0";"0";"0.07";"0.03";"1.12";"0.28";"0.16";"15.7"
"gâteaux et pâtisseries";"23944";"Gâteau moelleux fourré au chocolat et enrobé ou nappé de chocolat, préemballé";"440";"5";"53.8";"21.8";"31.3";"8.8";"2.7";"0.31";"124";"51.2";"2.7";"32.8";"299";"0.62";"0";"0";"0.09";"0.14";"0.34";"0.43";"0.15";"15.3"
"gâteaux et pâtisseries";"23945";"Gâteau moelleux fourré au chocolat et au lait, enrobé de chocolat, préemballé";"446";"5.81";"52.9";"23.1";"35.3";"16.3";"1.58";"0.35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"gâteaux et pâtisseries";"23951";"Muffin, aux fruits (myrtilles et autres), préemballé";"397";"4.81";"49.1";"19.9";"31.7";"5.22";"1.34";"0.92";"336";"44";"1.3";"10";"121";"0.37";"0.1";"0";"0.17";"0.16";"1.42";"0.47";"0.16";"25"
"gâteaux et pâtisseries";"23952";"Muffin, au chocolat, préemballé";"444";"5.58";"52.5";"23";"30.2";"5.34";"2.42";"0.93";"200";"46.5";"0";"43.6";"325";"1";"0";"0";"0";"0";"0";"0";"0";"17.4"
"biscuits sucrés";"24000";"Biscuit sec, sans précision";"433";"7.83";"67.8";"13.8";"25";"3.46";"3";"1.02";"407";"10";"0.4";"14";"157";"0.6";"0";"0";"0.35";"0.33";"3.47";"0.38";"0.05";"2.83"
"biscuits sucrés";"24001";"Biscuit sec nature";"438";"7.13";"74.9";"11.5";"25.4";"5.31";"3.3";"0.74";"294";"25";"0.86";"17";"139";"0.5";"0";"0";"0.08";"0.02";"0.2";"0.22";"0.1";"2.2"
"biscuits sucrés";"24002";"Biscuit sec à teneur garantie en vitamines";"457";"9.63";"72.3";"14.2";"23.3";"6.07";"0.75";"0.16";"62.3";"0";"2";"54";"275";"1.5";"0.55";"0";"2.6";"1.8";"20.1";"0.82";"0.08";"1.8"
"biscuits sucrés";"24003";"Biscuit sec à teneur garantie en vitamines et minéraux";"472";"10.8";"61.1";"19.8";"22.1";"8.44";"3.5";"0.44";"177";"0";"6.4";"195";"256";"1.9";"0.5";"0";"1.7";"1.95";"2.1";"0.61";"0.08";"1.28"
"biscuits sucrés";"24004";"Biscuit sec aux fruits, hyposodé ou à teneur réduite en sel";"448";"8.88";"64";"16";"17.9";"1.45";"5.4";"0.02";"8";"43.8";"1.5";"34.4";"427";"0.82";"0";"0";"0.13";"0.05";"0.21";"0.21";"0.1";"4.1"
"biscuits sucrés";"24006";"Biscuit sec au soja, enrichi en vitamines et minéraux";"444";"10.9";"60.3";"16.1";"20.3";"2.22";"6.6";"0.71";"285";"179";"3";"149";"423";"2.4";"0";"0";"0.46";"0.29";"2.98";"0.77";"0";"3.4"
"biscuits sucrés";"24008";"Biscuit sec fourré aux fruits, allégé en matière grasse";"391";"4.69";"75.3";"7.2";"39.9";"2.82";"3";"0.58";"230";"59";"1";"15.6";"152";"1";"0.2";"0";"0.2";"0.05";"0.05";"0.45";"0.35";"8.8"
"biscuits sucrés";"24009";"Spéculoos";"476";"5.63";"71.2";"18.1";"32.5";"7.81";"3";"0.92";"367";"14";"0.73";"14.9";"103";"0.5";"0";"0";"0.02";"0.02";"0.38";"0.15";"0.39";"0.9"
"biscuits sucrés";"24010";"Biscuit sec, avec matière grasse végétale";"436";"7.23";"74";"11.7";"23.4";"5.4";"3.1";"0.75";"301";"57.7";"2.16";"34.5";"89.7";"0.92";"0";"0";"0";"0";"0";"0";"0";"1.4"
"biscuits sucrés";"24011";"Biscuit sec, assortiment";"515";"6.44";"61.4";"26.4";"39.4";"6.21";"2.9";"0.46";"185";"55";"2.6";"35";"200";"0.66";"0.25";"0";"0.1";"0.14";"1.14";"0.45";"0.21";"1.6"
"biscuits sucrés";"24012";"Biscuit sec au chocolat, sans sucres ajoutés, avec édulcorants, enrichi en vitamines";"448";"6.78";"64.6";"21.8";"1.72";"8.99";"3.71";"0.57";"0";"0";"0";"65";"0";"0";"3.2";"0";"0.57";"0.52";"13";"4.6";"1.4";"0"
"biscuits sucrés";"24013";"Biscuit sec, sans sucres ajoutés, avec édulcorant";"429";"6.23";"72.1";"15.7";"0.11";"3.3";"3.93";"0.79";"0";"0";"2.3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"biscuits sucrés";"24014";"Biscuit sec avec tablette de chocolat et fourrage au lait";"512";"6.75";"62.3";"25.6";"35.6";"14.9";"2.7";"0.45";"180";"89.6";"3";"38";"253";"0.81";"0";"0";"0.09";"0.22";"0";"0.48";"0.26";"1.4"
"biscuits sucrés";"24015";"Biscuit sec petit beurre";"450";"7.78";"73.4";"13.3";"22";"8.61";"2.54";"1.04";"462";"34";"0.82";"18";"150";"0.52";"0.25";"0";"0.082";"0.035";"0.1";"0.48";"0.092";"1.4"
"biscuits sucrés";"24016";"Biscuit sec avec tablette de chocolat";"485";"5.56";"68.8";"20";"40.8";"11.3";"3.5";"0.35";"139";"59.4";"3.1";"33";"198";"0.67";"0";"0";"0.09";"0.1";"0.39";"0.27";"0.2";"1.2"
"biscuits sucrés";"24017";"Biscuit sec petit beurre au chocolat (tablette ou pépites)";"496";"6.88";"63.8";"22.8";"35.4";"14.2";"4";"0.59";"236";"91.8";"4.6";"45.7";"288";"0.89";"0";"0";"0.08";"0.19";"1";"0.44";"0.1";"1"
"biscuits sucrés";"24018";"Biscuit sec sans gluten, petit beurre";"460";"3.8";"79.3";"14";"21";"8.5";"0.9";"1.1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"biscuits sucrés";"24019";"Biscuit sec sans gluten, au chocolat";"504";"5.04";"64";"24.7";"27.5";"12.2";"2.95";"0.5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"biscuits sucrés";"24020";"Biscuit sec aux céréales complètes";"462";"7.75";"63";"18.4";"19.5";"4.97";"6.6";"0.37";"146";"44.5";"1.8";"60.8";"205";"1.4";"0";"0";"0.15";"0.1";"0.21";"0.29";"0.2";"3.1"
"biscuits sucrés";"24021";"Biscuit sec petit beurre au blé complet";"439";"9.25";"66.6";"13.4";"18.8";"2.01";"7.2";"0.37";"149";"31.9";"2.2";"71.8";"280";"2";"0";"0";"0.18";"0.1";"0.35";"0.33";"0.15";"2.2"
"biscuits sucrés";"24028";"Biscuit sec au sésame, non enrichi";"496";"9.19";"60";"23.3";"21";"6.27";"4.84";"0.55";"0";"0";"2.3";"73.5";"0";"1.9";"0";"0";"0";"0";"0";"0";"0";"0"
"biscuits sucrés";"24029";"Biscuit sec au sésame, enrichi en vitamines et minéraux";"485";"11.5";"60";"21";"18.5";"2.05";"4.9";"0.68";"0";"350";"7";"179";"0";"0";"0";"0";"0.33";"0";"3.6";"0";"0";"0"
"biscuits sucrés";"24031";"Biscuit sec sans chocolat, allégé en matière grasse";"388";"6";"71";"6";"35";"2.5";"13";"0.34";"311";"199";"1";"25.5";"211";"1";"0.2";"2.07";"0.17";"0.11";"0.05";"0.67";"0.97";"1.5"
"biscuits sucrés";"24034";"Biscuit sec pour petit déjeuner, sans chocolat, non enrichi";"452";"7.81";"65.8";"16.3";"21";"2.83";"5.5";"1.19";"477";"250";"4";"140";"190";"0.94";"0.25";"0";"0.13";"0.01";"0.3";"0.72";"0.033";"2.1"
"biscuits sucrés";"24035";"Biscuit sec pour petit déjeuner, allégé en sucres";"444";"7.78";"66.2";"15";"19.5";"5";"6.7";"0.69";"270";"200";"4.2";"112";"0";"0";"0";"4.17";"0.33";"0";"0";"0";"0";"0"
"biscuits sucrés";"24036";"Biscuit sec au chocolat, non enrichi";"507";"7.75";"59.5";"25.6";"44.2";"9.7";"3.9";"0.39";"154";"112";"3.3";"63.2";"422";"1.3";"0";"0";"0.05";"0.01";"0.74";"0.45";"0.32";"1.7"
"biscuits sucrés";"24037";"Biscuit sec fourré à la pâte ou purée de fruits (ex : figue)";"421";"4.93";"71.6";"12.3";"27.2";"5.19";"2";"0.38";"151";"64";"1";"294";"269";"0.3";"0";"0";"0.091";"0.055";"0.63";"0.28";"0.08";"11.1"
"biscuits sucrés";"24038";"Biscuit sec, sablé, nappé de chocolat";"495";"6.56";"63.5";"22.9";"27.7";"12.4";"4.1";"0.74";"295";"64.7";"3";"35.9";"221";"0.72";"0";"0";"0.09";"0.13";"0.6";"0.35";"0.15";"1.6"
"biscuits sucrés";"24040";"Biscuit sec pour petit déjeuner, au chocolat, non enrichi";"447";"8.06";"62.9";"16.4";"27.3";"6.15";"7.6";"0.86";"343";"53.2";"6.4";"74.1";"377";"1.5";"0.7";"0";"0.16";"0.1";"1.53";"0.26";"0.1";"3.1"
"biscuits sucrés";"24041";"Biscuit sec pour petit déjeuner, tous parfums, enrichi en vitamines et minéraux";"454";"7.06";"67.3";"16.1";"27.2";"6.21";"5.8";"0.53";"210";"136";"5.9";"76.4";"254";"1.3";"0.7";"0";"0.28";"0.09";"3.13";"0.87";"0.1";"2.2"
"biscuits sucrés";"24042";"Biscuit sec au chocolat, enrichi en vitamines et minéraux";"461";"8.96";"61.9";"18.3";"20.1";"3.78";"6.54";"0.6";"0";"236";"7";"172";"0";"0";"0.92";"0";"0.36";"0";"3.1";"1";"0";"0"
"biscuits sucrés";"24048";"Biscuit sec, sablé, galette ou palet, autre que pur beurre";"495";"5.71";"64.5";"23.1";"25.8";"10.9";"3.34";"0.72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"biscuits sucrés";"24049";"Biscuit sec, sablé, galette ou palet, au beurre";"481";"6.81";"66.8";"20";"22.2";"12";"3.2";"0.96";"382";"22.2";"0.85";"17.2";"117";"0.52";"0";"0";"0.09";"0.06";"0.2";"0.21";"0.1";"2"
"biscuits sucrés";"24050";"Biscuit sec, sablé, galette ou palet, au beurre, au chocolat";"499";"6.33";"63.5";"23.7";"33.6";"11.9";"3.11";"0.5";"378";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3.61"
"biscuits sucrés";"24051";"Biscuit (génoise), nappé de chocolat, type barquette";"489";"7.38";"59.5";"23.9";"42.4";"3.01";"3.1";"0.31";"122";"83";"3.9";"42.9";"297";"0.95";"0";"0";"0.07";"0.16";"0.56";"0.45";"0.24";"5"
"biscuits sucrés";"24052";"Biscuit sec (tartelette), nappé au chocolat, préemballé";"504";"6.58";"59.7";"25.6";"31.5";"15.2";"3.71";"0.51";"166";"58";"0.15";"59";"360";"1";"0.25";"0";"0.098";"0.083";"0.32";"0.35";"0.15";"2.7"
"biscuits sucrés";"24054";"Biscuit sec, sablé, galette ou palet, aux fruits";"482";"5.8";"66.3";"21";"30.9";"12.2";"2.37";"0.56";"169";"35";"1";"32";"210";"0.66";"0.25";"0";"0.12";"0.036";"0.18";"0.23";"0.41";"3.3"
"biscuits sucrés";"24056";"Florentin (biscuit sec au chocolat et aux amandes)";"514";"9.31";"50.7";"28.7";"44.1";"10.8";"7.6";"0.13";"52";"120";"2.5";"84";"320";"1.1";"1.01";"0";"0.046";"0.095";"0.47";"0.38";"0.28";"2"
"biscuits sucrés";"24057";"Biscuit sec, sablé, fourré aux fruits type lunette de Romans";"449";"6.06";"69.2";"16";"31.9";"9.47";"2.04";"0.2";"112";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6"
"biscuits sucrés";"24061";"Biscuit meringué fourré (chocolat, noisette, noix de coco…), nappé ou sur base de chocolat";"540";"7.65";"54.5";"31.5";"45.9";"20";"3.95";"0.24";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"biscuits sucrés";"24070";"Biscuit sec à la noix de coco";"493";"6.32";"65.4";"22.1";"25.3";"13.1";"3.51";"0.71";"345";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2.72"
"biscuits sucrés";"24071";"Sablé pâtissier, artisanal";"484";"8.38";"59.4";"22.9";"22";"0";"3.3";"0.41";"163";"31.9";"1";"21.8";"123";"1";"0.2";"0";"0.05";"0.09";"0.3";"0.58";"0.79";"5"
"biscuits sucrés";"24224";"Biscuit au chocolat fourré (""sandwiché"") parfum vanille, rond, noir et blanc";"480";"5.06";"69.2";"19.6";"35.7";"5.88";"3.2";"0.65";"261";"21.2";"2.3";"33.6";"226";"0.59";"0";"0";"0.04";"0.04";"0.25";"0.12";"0.1";"1.8"
"biscuits sucrés";"24225";"Goûter sec fourré (""sandwiché"") parfum lait ou vanille";"478";"5";"70";"19";"31.3";"7.89";"3.6";"0.44";"176";"18.4";"1";"19.1";"115";"0.74";"0";"0";"0.08";"0.05";"0.21";"0.17";"0.1";"1.7"
"biscuits sucrés";"24230";"Goûter sec fourré (""sandwiché"") parfum chocolat, au blé complet";"465";"5.94";"69.3";"17.2";"31.9";"5.5";"4.8";"0.54";"214";"28.3";"3";"42.5";"256";"0.86";"0";"0";"0.06";"0.05";"1.09";"0.18";"0.1";"1.6"
"biscuits sucrés";"24231";"Goûter sec fourré (""sandwiché"") parfum chocolat";"471";"6.31";"67.5";"18.5";"29.2";"8.81";"4.7";"0.46";"183";"32.5";"3.3";"46.1";"218";"0.92";"0";"0";"0.1";"0.06";"0.45";"0.18";"0.1";"1.9"
"biscuits sucrés";"24240";"Goûter sec fourré (""sandwiché"") parfum fruits";"407";"5.13";"73.6";"9.4";"30.3";"4.27";"3.7";"0.52";"209";"16.5";"0.73";"16.6";"109";"0.5";"0";"0";"0.08";"0.09";"0.2";"0.19";"0.1";"7.2"
"biscuits sucrés";"24300";"Gaufrette (éventail, cigarette…), sans fourrage";"437";"6.51";"80";"9.7";"34.6";"6.23";"2.05";"0.48";"257";"1.55";"0";"0";"144";"0";"0";"0";"0.016";"0.063";"0.68";"0";"0.09";"2.93"
"biscuits sucrés";"24311";"Gaufrette fourrée et/ou enrobée de chocolat";"534";"6.63";"56.6";"30.5";"37.8";"18.8";"3.5";"0.25";"100";"127";"5";"65.4";"465";"1.1";"0";"0";"0.07";"0.21";"0.55";"0.69";"0.1";"1.2"
"biscuits sucrés";"24312";"Gaufrette fourrée, aux fruits à coque (noisette, amande, praliné, etc.), avec ou sans chocolat";"562";"9";"49";"36.1";"34";"15.4";"2.5";"0.26";"105";"219";"3.5";"63.3";"498";"1.3";"0";"0";"0.06";"0.34";"0.75";"0.88";"0.63";"1.6"
"biscuits sucrés";"24313";"Gaufrette, fourrée vanille";"538";"5.75";"60.1";"30.1";"32.9";"19.9";"1.6";"0.36";"144";"92";"0.55";"24";"260";"0.49";"0.25";"0";"0.041";"0.16";"0.27";"1.08";"0.29";"1.1"
"biscuits sucrés";"24320";"Gaufrette fourrée, aux fruits";"355";"4.13";"81";"0.8";"46.6";"0.3";"2.7";"0.15";"61";"32.3";"0.68";"68.8";"174";"0.5";"0";"0";"0.05";"0.11";"0.2";"0.31";"0.1";"10.1"
"biscuits sucrés";"24370";"Crêpe dentelle nature";"467";"6.37";"73.1";"16.2";"36.6";"11.1";"1.7";"0.65";"220";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2.9"
"biscuits sucrés";"24371";"Crêpe dentelle, nappée de chocolat";"498";"5.75";"67.4";"22.1";"43.2";"11.5";"3.5";"0.57";"240";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"biscuits sucrés";"24430";"Biscuit sec aux oeufs à la cuillère (cuiller) ou boudoir";"366";"7.75";"74.5";"3.4";"48.8";"1.17";"2.9";"0.3";"120";"25.3";"0.96";"12.6";"117";"1";"0";"0";"0.07";"0.14";"0.2";"0.44";"0.26";"10.8"
"biscuits sucrés";"24441";"Biscuit sec, type langue de chat ou cigarette russe";"475";"5.27";"72.7";"17.8";"39.7";"9.45";"1.55";"0.49";"207";"21.8";"0.6";"15.4";"135";"0.3";"0.5";"1.1";"0.11";"0.092";"0.99";"0.31";"0.08";"2.98"
"biscuits sucrés";"24520";"Meringue";"396";"4.82";"93.2";"0.52";"87.6";"0.005";"0.25";"0.23";"91.1";"4.15";"0.18";"4.76";"89.8";"0.15";"0";"0";"0";"0.24";"0.1";"0.16";"0.1";"1.36"
"biscuits sucrés";"24614";"Biscuit sec croquant aux amandes (ex. canistrelli)";"454";"9.04";"68.2";"15.4";"37.6";"2.94";"3.2";"0.27";"134";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"biscuits sucrés";"24615";"Biscuit sec fin ou tuile, aux amandes";"471";"7.8";"68";"18.1";"49.1";"5.65";"2.1";"0.21";"82";"49";"0.81";"40";"170";"0.67";"0.5";"0";"0.061";"0.041";"0.23";"0.47";"0.084";"3.2"
"biscuits sucrés";"24616";"Biscuit sec fin ou tuile, saveur citron ou orange";"419";"6.37";"69.7";"9.73";"31.6";"4.17";"13.6";"0.55";"207";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"gâteaux et pâtisseries";"24630";"Madeleine, pur beurre, préemballée";"453";"5.88";"52.4";"24.1";"27.3";"15.3";"1.27";"0.92";"275";"20";"0.67";"11";"81";"0.48";"0.25";"0";"0.042";"0.067";"0.1";"0.52";"0.47";"14.5"
"gâteaux et pâtisseries";"24631";"Madeleine au chocolat (nappage, pépites ou fourrage…), préemballée";"447";"5.45";"53.7";"22.7";"28.5";"5.25";"2.05";"0.83";"324";"36";"2.1";"24";"160";"0.58";"0.25";"0";"0.046";"0.079";"0.1";"0.58";"0.34";"14.5"
"gâteaux et pâtisseries";"24632";"Madeleine ordinaire, préemballée";"441";"5.55";"55.3";"21.6";"28.4";"2.8";"1.4";"0.83";"355";"19";"0.59";"9.8";"83";"0.39";"0.33";"0";"0.054";"0.053";"0.1";"0.36";"0.3";"13.6"
"biscuits sucrés";"24654";"Biscuit sec ou galette à l'avoine, nappée de chocolat";"509";"5.73";"61.3";"26";"39.6";"14.6";"3.58";"0.59";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"biscuits sucrés";"24655";"Biscuit sec ou galette à l'avoine";"491";"5.64";"63.9";"22.9";"34.6";"11.7";"3.41";"0.74";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"biscuits sucrés";"24656";"Cookie aux cranberries et au chocolat blanc, préemballé";"488";"4.76";"65.9";"22.4";"41";"10.9";"2.1";"1.2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"biscuits sucrés";"24657";"Biscuit sec, type batonnet, stick, vrille ou torsade, nappé de chocolat";"510";"6.86";"63.1";"25.1";"34.6";"14.1";"2.42";"0.42";"110";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1.62"
"biscuits sucrés";"24658";"Biscuit sec feuilleté, type palmier ou autres, nappé de chocolat";"532";"5.93";"59.7";"29.4";"30.3";"16.6";"2.33";"1.02";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"biscuits sucrés";"24659";"Biscuit sec feuilleté, type palmier ou autres, préemballé";"528";"6.06";"56.8";"30";"18.8";"15.4";"3.4";"1.15";"460";"16.6";"0.88";"15.1";"94.4";"0.5";"0";"0";"0.07";"0.05";"0.25";"0.14";"0.1";"2.4"
"biscuits sucrés";"24660";"Biscuit sec feuilleté, type palmier ou autres, artisanal";"499";"5.93";"47.8";"30.4";"21.8";"14.4";"5.3";"1.16";"463";"15.6";"0.58";"11.5";"83.5";"1";"0.2";"0";"0.05";"0.05";"0.2";"0.32";"0.43";"6.12"
"gâteaux et pâtisseries";"24663";"Tarte aux poires amandine";"310";"4.9";"37.7";"14.9";"21.2";"7.2";"2.3";"0.14";"54.1";"37";"0.57";"27";"140";"0.44";"0.25";"0";"0.046";"0.09";"0.1";"0.24";"0.13";"39.2"
"gâteaux et pâtisseries";"24664";"Gâteau aux amandes type financier, préemballé";"447";"8.26";"44.3";"25.7";"34.6";"12.2";"2.3";"0.32";"189";"54";"0.01";"51";"180";"0.51";"0.25";"0";"0.03";"0.11";"0.1";"0.2";"0.043";"15.4"
"gâteaux et pâtisseries";"24666";"Mille-feuille";"292";"3.88";"43.7";"11.3";"21.1";"5.27";"0.24";"0.42";"168";"67.4";"1";"14.4";"111";"1";"0.2";"0";"0.05";"0.48";"0.2";"0.25";"0.42";"40.1"
"gâteaux et pâtisseries";"24674";"Gâteau moelleux sans gluten (cake, madeleine…), préemballé";"443";"4.74";"50.7";"24.2";"24.3";"7.6";"1.62";"0.74";"0";"0";"0";"75.2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"gâteaux et pâtisseries";"24675";"Gâteau moelleux sans gluten (cake, brownie…), au chocolat, préemballé";"434";"5.38";"49.6";"24.4";"28.9";"7.78";"2.18";"0.53";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"biscuits sucrés";"24676";"Cookie au chocolat et aux fruits à coque (noisettes, amandes, noix de pécan…), préemballé";"507";"6.78";"57";"27.1";"30.5";"11.2";"4.02";"0.77";"224";"30.6";"2.14";"57.2";"82.9";"1.23";"0";"0";"0";"0";"0";"0";"0";"3.7"
"biscuits sucrés";"24678";"Biscuit (génoise), nappé aux fruits, type barquette";"341";"4.44";"74.4";"2.1";"51.1";"0.75";"2.8";"0.12";"48";"19";"0.7";"11";"110";"0.38";"0.5";"0";"0.037";"0.055";"0.15";"0.5";"0.19";"15.5"
"biscuits sucrés";"24679";"Biscuit sec (tartelette), nappé aux fruits, préemballé";"424";"4.63";"71.3";"13";"34.5";"6.75";"1.94";"0.43";"157";"0";"0";"0";"70";"0";"0";"0";"0";"0";"0";"0";"0";"6.84"
"biscuits sucrés";"24680";"Biscuit moelleux fourré à l'orange et enrobé de sucre glace";"359";"4.1";"80";"2.1";"47";"0.4";"1.7";"0.01";"5.9";"0";"0.7";"10.1";"81";"0.4";"0.5";"0";"0.096";"0.051";"0.59";"0.28";"0.08";"13.3"
